Periode,Wilayah,Kode Wilayah,Kota/Kab,Kode Kota/Kab,Status Sekolah,Tingkat - I,Tingkat - II,Tingkat - III,Tingkat - IV,Tingkat - V,Tingkat - VI,Jumlah
2016,PROV. SULAWESI SELATAN,73,KAB. SIDENRENG RAPPANG,7314,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI SELATAN,73,KAB. SIDENRENG RAPPANG,7314,Negeri,7,4,7,5,6,21,50
2016,PROV. SULAWESI SELATAN,73,KAB. PINRANG,7315,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI SELATAN,73,KAB. PINRANG,7315,Negeri,8,30,10,29,14,25,116
2016,PROV. SULAWESI SELATAN,73,KAB. ENREKANG,7316,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI SELATAN,73,KAB. ENREKANG,7316,Negeri,6,13,7,6,17,6,55
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU,7317,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU,7317,Negeri,6,22,12,12,12,31,95
2016,PROV. SULAWESI SELATAN,73,KAB. TANA TORAJA,7318,Negeri,17,15,10,14,16,12,84
2016,PROV. SULAWESI SELATAN,73,KAB. TANA TORAJA,7318,Swasta,0,1,1,0,1,0,3
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU UTARA,7322,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU UTARA,7322,Negeri,13,12,12,19,20,8,84
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU TIMUR,7324,Negeri,1,5,6,12,12,10,46
2016,PROV. SULAWESI SELATAN,73,KAB. LUWU TIMUR,7324,Swasta,1,0,0,0,1,0,2
2016,PROV. SULAWESI SELATAN,73,KAB. TORAJA UTARA,7326,Swasta,0,3,1,2,0,0,6
2016,PROV. SULAWESI SELATAN,73,KAB. TORAJA UTARA,7326,Negeri,28,17,12,21,9,23,110
2016,PROV. SULAWESI SELATAN,73,KOTA MAKASSAR,7371,Negeri,35,62,45,55,97,114,408
2016,PROV. SULAWESI SELATAN,73,KOTA MAKASSAR,7371,Swasta,4,10,9,18,14,7,62
2016,PROV. SULAWESI SELATAN,73,KOTA PAREPARE,7372,Swasta,0,2,0,0,1,0,3
2016,PROV. SULAWESI SELATAN,73,KOTA PAREPARE,7372,Negeri,12,2,6,4,2,6,32
2016,PROV. SULAWESI SELATAN,73,KOTA PALOPO,7373,Negeri,8,1,5,1,5,6,26
2016,PROV. SULAWESI SELATAN,73,KOTA PALOPO,7373,Swasta,1,0,0,0,0,0,1
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA,7401,Negeri,6,17,8,3,6,8,48
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA,7401,Swasta,2,2,1,3,1,0,9
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE,7402,Negeri,8,15,14,12,26,37,112
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE,7402,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. MUNA,7403,Swasta,0,0,1,0,1,0,2
2016,PROV. SULAWESI TENGGARA,74,KAB. MUNA,7403,Negeri,15,11,12,6,13,7,64
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON,7404,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON,7404,Negeri,9,12,16,10,9,7,63
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE SELATAN,7405,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE SELATAN,7405,Negeri,17,23,19,23,18,35,135
2016,PROV. SULAWESI TENGGARA,74,KAB. BOMBANA,7406,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. BOMBANA,7406,Negeri,10,13,9,10,22,16,80
2016,PROV. SULAWESI TENGGARA,74,KAB. WAKATOBI,7407,Negeri,17,8,17,8,9,9,68
2016,PROV. SULAWESI TENGGARA,74,KAB. WAKATOBI,7407,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA UTARA,7408,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA UTARA,7408,Negeri,9,21,4,8,11,6,59
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE UTARA,7409,Negeri,2,4,11,10,5,2,34
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE UTARA,7409,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON UTARA,7410,Negeri,6,1,3,1,1,6,18
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON UTARA,7410,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA TIMUR,7411,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KOLAKA TIMUR,7411,Negeri,9,13,15,15,10,7,69
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE KEPULAUAN,7412,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. KONAWE KEPULAUAN,7412,Negeri,0,2,1,0,3,6,12
2016,PROV. SULAWESI TENGGARA,74,KAB. MUNA BARAT,7413,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. MUNA BARAT,7413,Negeri,1,1,8,6,8,3,27
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON TENGAH,7414,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON TENGAH,7414,Negeri,7,9,3,5,7,6,37
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON SELATAN,7415,Negeri,12,14,7,6,11,25,75
2016,PROV. SULAWESI TENGGARA,74,KAB. BUTON SELATAN,7415,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KOTA KENDARI,7471,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KOTA KENDARI,7471,Negeri,7,9,5,5,7,28,61
2016,PROV. SULAWESI TENGGARA,74,KOTA BAU BAU,7472,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI TENGGARA,74,KOTA BAU BAU,7472,Negeri,6,4,3,3,8,3,27
2016,PROV. GORONTALO,75,KAB. GORONTALO,7501,Swasta,0,0,0,0,0,0,0
2016,PROV. GORONTALO,75,KAB. GORONTALO,7501,Negeri,16,9,32,30,52,13,152
2016,PROV. GORONTALO,75,KAB. BOALEMO,7502,Negeri,8,4,9,7,19,5,52
2016,PROV. GORONTALO,75,KAB. BONE BOLANGO,7503,Negeri,1,3,2,3,3,3,15
2016,PROV. GORONTALO,75,KAB. BONE BOLANGO,7503,Swasta,0,0,0,0,0,0,0
2016,PROV. GORONTALO,75,KAB. POHUWATO,7504,Swasta,0,0,0,0,0,0,0
2016,PROV. GORONTALO,75,KAB. POHUWATO,7504,Negeri,8,9,7,1,6,4,35
2016,PROV. GORONTALO,75,KAB. GORONTALO UTARA,7505,Swasta,0,0,0,0,0,0,0
2016,PROV. GORONTALO,75,KAB. GORONTALO UTARA,7505,Negeri,4,0,1,2,7,7,21
2016,PROV. GORONTALO,75,KOTA GORONTALO,7571,Swasta,0,0,0,0,0,0,0
2016,PROV. GORONTALO,75,KOTA GORONTALO,7571,Negeri,2,2,5,3,1,2,15
2016,PROV. SULAWESI BARAT,76,KAB. PASANGKAYU,7601,Swasta,2,2,2,3,2,0,11
2016,PROV. SULAWESI BARAT,76,KAB. PASANGKAYU,7601,Negeri,10,1,7,6,9,7,40
2016,PROV. SULAWESI BARAT,76,KAB. MAMUJU,7602,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI BARAT,76,KAB. MAMUJU,7602,Negeri,12,12,19,23,25,27,118
2016,PROV. SULAWESI BARAT,76,KAB. MAMASA,7603,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI BARAT,76,KAB. MAMASA,7603,Negeri,6,11,4,6,18,6,51
2016,PROV. SULAWESI BARAT,76,KAB. POLEWALI MANDAR,7604,Negeri,12,15,18,26,21,17,109
2016,PROV. SULAWESI BARAT,76,KAB. POLEWALI MANDAR,7604,Swasta,0,0,1,0,0,0,1
2016,PROV. SULAWESI BARAT,76,KAB. MAJENE,7605,Swasta,0,0,0,0,0,0,0
2016,PROV. SULAWESI BARAT,76,KAB. MAJENE,7605,Negeri,10,8,16,7,14,6,61
2016,PROV. SULAWESI BARAT,76,KAB. MAMUJU TENGAH,7606,Negeri,2,5,11,7,14,20,59
2016,PROV. SULAWESI BARAT,76,KAB. MAMUJU TENGAH,7606,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU,81,KAB. MALUKU TENGAH,8101,Swasta,0,1,0,1,1,1,4
2016,PROV. MALUKU,81,KAB. MALUKU TENGAH,8101,Negeri,23,9,8,5,4,5,54
2016,PROV. MALUKU,81,KAB. MALUKU TENGGARA,8102,Negeri,6,8,2,2,4,2,24
2016,PROV. MALUKU,81,KAB. MALUKU TENGGARA,8102,Swasta,9,3,7,0,7,4,30
2016,PROV. MALUKU,81,KAB. KEPULAUAN TANIMBAR,8103,Negeri,4,1,2,0,0,0,7
2016,PROV. MALUKU,81,KAB. KEPULAUAN TANIMBAR,8103,Swasta,7,9,3,0,2,1,22
2016,PROV. MALUKU,81,KAB. BURU,8104,Swasta,3,0,1,1,1,0,6
2016,PROV. MALUKU,81,KAB. BURU,8104,Negeri,8,14,5,4,4,5,40
2016,PROV. MALUKU,81,KAB. SERAM BAGIAN TIMUR,8105,Negeri,8,14,9,8,10,0,49
2016,PROV. MALUKU,81,KAB. SERAM BAGIAN TIMUR,8105,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU,81,KAB. SERAM BAGIAN BARAT,8106,Swasta,1,7,5,2,1,4,20
2016,PROV. MALUKU,81,KAB. SERAM BAGIAN BARAT,8106,Negeri,1,5,2,1,5,3,17
2016,PROV. MALUKU,81,KAB. KEPULAUAN ARU,8107,Swasta,1,2,2,0,0,3,8
2016,PROV. MALUKU,81,KAB. KEPULAUAN ARU,8107,Negeri,1,2,17,4,4,2,30
2016,PROV. MALUKU,81,KAB. MALUKU BARAT DAYA,8108,Negeri,4,1,0,0,2,0,7
2016,PROV. MALUKU,81,KAB. MALUKU BARAT DAYA,8108,Swasta,2,4,0,0,3,1,10
2016,PROV. MALUKU,81,KAB. BURU SELATAN,8109,Negeri,5,4,2,0,0,0,11
2016,PROV. MALUKU,81,KAB. BURU SELATAN,8109,Swasta,1,0,0,0,0,0,1
2016,PROV. MALUKU,81,KOTA AMBON,8171,Negeri,3,4,1,3,0,0,11
2016,PROV. MALUKU,81,KOTA AMBON,8171,Swasta,1,6,1,2,0,1,11
2016,PROV. MALUKU,81,KOTA TUAL,8172,Negeri,1,2,1,1,3,4,12
2016,PROV. MALUKU,81,KOTA TUAL,8172,Swasta,0,0,0,0,1,0,1
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA BARAT,8201,Swasta,1,1,1,1,4,0,8
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA BARAT,8201,Negeri,10,5,1,12,11,0,39
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA TENGAH,8202,Negeri,3,11,14,10,2,10,50
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA TENGAH,8202,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA UTARA,8203,Negeri,13,5,5,1,3,6,33
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA UTARA,8203,Swasta,5,6,2,3,4,2,22
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA SELATAN,8204,Negeri,15,16,19,11,8,11,80
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA SELATAN,8204,Swasta,0,1,2,0,0,1,4
2016,PROV. MALUKU UTARA,82,KAB. KEPULAUAN SULA,8205,Negeri,8,16,6,9,5,2,46
2016,PROV. MALUKU UTARA,82,KAB. KEPULAUAN SULA,8205,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA TIMUR,8206,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU UTARA,82,KAB. HALMAHERA TIMUR,8206,Negeri,2,16,12,8,4,5,47
2016,PROV. MALUKU UTARA,82,KAB. PULAU MOROTAI,8207,Negeri,4,5,0,3,2,1,15
2016,PROV. MALUKU UTARA,82,KAB. PULAU MOROTAI,8207,Swasta,0,7,1,3,0,2,13
2016,PROV. MALUKU UTARA,82,KAB. PULAU TALIABU,8208,Negeri,17,13,13,8,9,26,86
2016,PROV. MALUKU UTARA,82,KAB. PULAU TALIABU,8208,Swasta,0,8,4,3,0,1,16
2016,PROV. MALUKU UTARA,82,KOTA TERNATE,8271,Swasta,1,0,1,1,0,0,3
2016,PROV. MALUKU UTARA,82,KOTA TERNATE,8271,Negeri,2,2,1,3,4,3,15
2016,PROV. MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,Swasta,0,0,0,0,0,0,0
2016,PROV. MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,Negeri,6,2,3,3,2,0,16
2016,PROV. PAPUA,91,KAB. JAYAPURA,9103,Negeri,16,19,13,4,5,5,62
2016,PROV. PAPUA,91,KAB. JAYAPURA,9103,Swasta,5,6,5,7,7,0,30
2016,PROV. PAPUA,91,KAB. KEPULAUAN YAPEN,9105,Negeri,20,4,4,4,5,5,42
2016,PROV. PAPUA,91,KAB. KEPULAUAN YAPEN,9105,Swasta,16,5,5,7,12,0,45
2016,PROV. PAPUA,91,KAB. BIAK NUMFOR,9106,Negeri,4,0,2,3,3,2,14
2016,PROV. PAPUA,91,KAB. BIAK NUMFOR,9106,Swasta,7,2,5,4,3,5,26
2016,PROV. PAPUA,91,KAB. SARMI,9110,Swasta,1,5,0,0,1,0,7
2016,PROV. PAPUA,91,KAB. SARMI,9110,Negeri,0,12,0,3,2,1,18
2016,PROV. PAPUA,91,KAB. KEEROM,9111,Swasta,3,0,1,0,1,1,6
2016,PROV. PAPUA,91,KAB. KEEROM,9111,Negeri,9,6,9,8,1,4,37
2016,PROV. PAPUA,91,KAB. WAROPEN,9115,Negeri,8,3,7,2,9,1,30
2016,PROV. PAPUA,91,KAB. WAROPEN,9115,Swasta,4,3,1,0,4,0,12
2016,PROV. PAPUA,91,KAB. SUPIORI,9119,Negeri,1,0,0,0,0,0,1
2016,PROV. PAPUA,91,KAB. SUPIORI,9119,Swasta,4,2,1,1,0,2,10
2016,PROV. PAPUA,91,KAB. MAMBERAMO RAYA,9120,Negeri,11,3,0,0,2,1,17
2016,PROV. PAPUA,91,KAB. MAMBERAMO RAYA,9120,Swasta,0,0,0,0,1,0,1
2016,PROV. PAPUA,91,KOTA JAYAPURA,9171,Swasta,1,4,3,0,1,0,9
2016,PROV. PAPUA,91,KOTA JAYAPURA,9171,Negeri,5,6,4,1,3,3,22
2016,PROV. PAPUA BARAT,92,KAB. MANOKWARI,9202,Negeri,0,6,13,2,6,7,34
2016,PROV. PAPUA BARAT,92,KAB. MANOKWARI,9202,Swasta,0,1,1,0,1,14,17
2016,PROV. PAPUA BARAT,92,KAB. FAK FAK,9203,Negeri,8,4,0,1,0,2,15
2016,PROV. PAPUA BARAT,92,KAB. FAK FAK,9203,Swasta,1,0,1,1,0,0,3
2016,PROV. PAPUA BARAT,92,KAB. TELUK BINTUNI,9206,Swasta,7,0,1,4,2,5,19
2016,PROV. PAPUA BARAT,92,KAB. TELUK BINTUNI,9206,Negeri,9,13,16,13,2,4,57
2016,PROV. PAPUA BARAT,92,KAB. TELUK WONDAMA,9207,Swasta,1,0,1,2,2,0,6
2016,PROV. PAPUA BARAT,92,KAB. TELUK WONDAMA,9207,Negeri,1,0,0,3,3,3,10
2016,PROV. PAPUA BARAT,92,KAB. KAIMANA,9208,Swasta,9,1,1,0,1,1,13
2016,PROV. PAPUA BARAT,92,KAB. KAIMANA,9208,Negeri,4,6,2,0,2,0,14
2016,PROV. PAPUA BARAT,92,KAB. MANOKWARI SELATAN,9211,Negeri,2,4,4,4,8,0,22
2016,PROV. PAPUA BARAT,92,KAB. MANOKWARI SELATAN,9211,Swasta,1,2,6,1,0,9,19
2016,PROV. PAPUA BARAT,92,KAB. PEGUNUNGAN ARFAK,9212,Swasta,3,3,1,0,1,3,11
2016,PROV. PAPUA BARAT,92,KAB. PEGUNUNGAN ARFAK,9212,Negeri,3,4,0,5,1,0,13
2017,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Negeri,5,3,3,0,3,3,17
2017,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Swasta,0,0,1,2,0,0,3
2017,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Negeri,7,1,2,7,4,5,26
2017,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Negeri,12,17,14,27,25,25,120
2017,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Swasta,0,2,0,0,0,0,2
2017,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Negeri,1,10,0,10,2,12,35
2017,PROV. ACEH,11,KAB. ACEH BARAT,1105,Negeri,6,1,2,2,3,4,18
2017,PROV. ACEH,11,KAB. ACEH BARAT,1105,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH BESAR,1106,Negeri,7,5,2,1,4,1,20
2017,PROV. ACEH,11,KAB. ACEH BESAR,1106,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. PIDIE,1107,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. PIDIE,1107,Negeri,10,8,4,3,8,2,35
2017,PROV. ACEH,11,KAB. ACEH UTARA,1108,Negeri,9,8,6,2,2,9,36
2017,PROV. ACEH,11,KAB. ACEH UTARA,1108,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. SIMEULUE,1109,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. SIMEULUE,1109,Negeri,0,1,1,6,6,0,14
2017,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Negeri,0,3,3,2,5,4,17
2017,PROV. ACEH,11,KAB. BIREUEN,1111,Negeri,1,6,7,5,11,9,39
2017,PROV. ACEH,11,KAB. BIREUEN,1111,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Negeri,1,4,5,4,6,1,21
2017,PROV. ACEH,11,KAB. GAYO LUES,1113,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. GAYO LUES,1113,Negeri,2,8,1,2,3,2,18
2017,PROV. ACEH,11,KAB. ACEH JAYA,1114,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH JAYA,1114,Negeri,2,2,0,1,1,0,6
2017,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Negeri,1,2,3,3,8,9,26
2017,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Negeri,4,7,0,2,4,7,24
2017,PROV. ACEH,11,KAB. BENER MERIAH,1117,Negeri,1,1,2,3,1,4,12
2017,PROV. ACEH,11,KAB. BENER MERIAH,1117,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Negeri,7,2,4,3,4,2,22
2017,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KOTA BANDA ACEH,1171,Negeri,0,2,1,0,3,2,8
2017,PROV. ACEH,11,KOTA BANDA ACEH,1171,Swasta,1,0,0,0,0,0,1
2017,PROV. ACEH,11,KOTA SABANG,1172,Negeri,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KOTA SABANG,1172,Swasta,0,0,0,0,0,0,0
2017,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Swasta,0,1,0,0,0,1,2
2017,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Negeri,5,2,3,8,5,4,27
2017,PROV. ACEH,11,KOTA LANGSA,1174,Swasta,1,0,0,0,1,0,2
2017,PROV. ACEH,11,KOTA LANGSA,1174,Negeri,1,0,0,2,3,1,7
2017,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Negeri,12,3,4,3,1,12,35
2017,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Swasta,0,0,0,1,0,0,1
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Swasta,1,0,0,0,0,0,1
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Negeri,12,18,21,16,13,23,103
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Negeri,9,2,2,4,5,23,45
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Swasta,1,1,1,0,0,2,5
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Swasta,0,0,0,1,0,2,3
2017,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Negeri,20,25,44,38,33,36,196
2017,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Negeri,16,15,24,16,23,21,115
2017,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Swasta,1,1,0,0,0,31,33
2017,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Negeri,17,25,16,16,13,42,129
2017,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Swasta,6,0,0,4,1,4,15
2017,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Negeri,10,28,30,27,37,16,148
2017,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Swasta,13,19,23,8,11,56,130
2017,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Negeri,39,51,33,42,23,81,269
2017,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Swasta,0,2,4,0,3,2,11
2017,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Negeri,27,39,32,29,13,21,161
2017,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Swasta,9,1,5,3,9,0,27
2017,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Negeri,22,20,4,7,5,10,68
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Negeri,12,5,6,5,5,62,95
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Swasta,1,1,1,1,0,9,13
2017,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Swasta,1,0,2,0,0,1,4
2017,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Negeri,5,6,9,6,4,85,115
2017,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Negeri,11,0,1,1,0,3,16
2017,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Negeri,8,24,13,18,26,27,116
2017,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Negeri,50,54,86,100,105,160,555
2017,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Negeri,1,2,1,4,0,0,8
2017,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Negeri,7,2,1,0,5,1,16
2017,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Swasta,2,1,1,1,0,0,5
2017,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Swasta,1,0,0,0,0,0,1
2017,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Negeri,4,4,2,2,2,1,15
2017,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Negeri,14,21,14,18,16,47,130
2017,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Swasta,8,5,2,5,4,2,26
2017,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Negeri,9,5,9,18,14,31,86
2017,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Swasta,1,0,0,0,0,0,1
2017,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Negeri,2,14,7,7,4,12,46
2017,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Swasta,8,2,4,1,0,0,15
2017,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Negeri,7,13,8,12,8,14,62
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Swasta,3,0,2,3,0,8,16
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Negeri,23,12,7,7,13,28,90
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Negeri,66,11,21,7,11,9,125
2017,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Swasta,1,4,1,2,1,0,9
2017,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Swasta,1,0,0,0,0,0,1
2017,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Negeri,2,9,6,7,8,22,54
2017,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Negeri,10,14,14,20,23,21,102
2017,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Swasta,0,0,0,0,0,0,0
2017,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Negeri,35,20,20,25,18,86,204
2017,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Swasta,33,40,26,37,52,73,261
2017,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Swasta,1,2,1,2,1,0,7
2017,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Negeri,17,4,2,8,8,14,53
2017,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Negeri,4,1,1,1,0,12,19
2017,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Swasta,3,0,0,0,0,4,7
2017,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Swasta,0,2,2,4,0,0,8
2017,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Negeri,3,3,1,0,0,1,8
2017,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Swasta,1,2,1,2,0,3,9
2017,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Negeri,2,4,1,3,0,3,13
