Periode,Wilayah,Kode Wilayah,Kota/Kab,Kode Kota/Kab,Status Sekolah,Tingkat - I,Tingkat - II,Tingkat - III,Tingkat - IV,Tingkat - V,Tingkat - VI,Jumlah
2021,PROV. SUMATERA BARAT,13,KAB. DHARMASRAYA,1310,Negeri,32,3,0,4,8,3,50
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK SELATAN,1311,Swasta,0,0,0,1,0,0,1
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK SELATAN,1311,Negeri,32,2,2,4,6,3,49
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN BARAT,1312,Swasta,5,0,1,0,0,0,6
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN BARAT,1312,Negeri,23,15,5,5,7,5,60
2021,PROV. SUMATERA BARAT,13,KOTA PADANG,1371,Negeri,55,5,7,6,6,6,85
2021,PROV. SUMATERA BARAT,13,KOTA PADANG,1371,Swasta,22,1,1,2,3,2,31
2021,PROV. SUMATERA BARAT,13,KOTA SOLOK,1372,Swasta,1,0,0,0,0,0,1
2021,PROV. SUMATERA BARAT,13,KOTA SOLOK,1372,Negeri,35,3,0,0,0,0,38
2021,PROV. SUMATERA BARAT,13,KOTA SAWAHLUNTO,1373,Negeri,1,0,0,0,1,0,2
2021,PROV. SUMATERA BARAT,13,KOTA SAWAHLUNTO,1373,Swasta,2,0,0,0,0,0,2
2021,PROV. SUMATERA BARAT,13,KOTA PADANG PANJANG,1374,Negeri,4,0,0,0,0,0,4
2021,PROV. SUMATERA BARAT,13,KOTA PADANG PANJANG,1374,Swasta,0,0,0,0,0,0,0
2021,PROV. SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,Swasta,0,1,0,0,0,0,1
2021,PROV. SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,Negeri,9,0,0,0,0,0,9
2021,PROV. SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,Negeri,4,2,0,0,1,0,7
2021,PROV. SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,Swasta,4,0,0,0,0,0,4
2021,PROV. SUMATERA BARAT,13,KOTA PARIAMAN,1377,Negeri,24,2,0,0,4,4,34
2021,PROV. SUMATERA BARAT,13,KOTA PARIAMAN,1377,Swasta,0,0,0,0,1,0,1
2021,PROV. RIAU,14,KAB. KAMPAR,1401,Negeri,36,4,3,7,10,11,71
2021,PROV. RIAU,14,KAB. KAMPAR,1401,Swasta,9,1,0,0,0,2,12
2021,PROV. RIAU,14,KAB. INDRAGIRI HULU,1402,Swasta,3,1,1,0,1,4,10
2021,PROV. RIAU,14,KAB. INDRAGIRI HULU,1402,Negeri,31,11,8,8,11,7,76
2021,PROV. RIAU,14,KAB. BENGKALIS,1403,Swasta,12,3,1,1,1,2,20
2021,PROV. RIAU,14,KAB. BENGKALIS,1403,Negeri,52,19,8,2,19,21,121
2021,PROV. RIAU,14,KAB. INDRAGIRI HILIR,1404,Swasta,1,2,0,0,2,7,12
2021,PROV. RIAU,14,KAB. INDRAGIRI HILIR,1404,Negeri,22,15,13,13,29,35,127
2021,PROV. RIAU,14,KAB. PELALAWAN,1405,Swasta,2,1,4,0,0,9,16
2021,PROV. RIAU,14,KAB. PELALAWAN,1405,Negeri,19,7,5,0,9,15,55
2021,PROV. RIAU,14,KAB. ROKAN HULU,1406,Negeri,26,7,4,7,16,22,82
2021,PROV. RIAU,14,KAB. ROKAN HULU,1406,Swasta,3,1,0,0,3,4,11
2021,PROV. RIAU,14,KAB. ROKAN HILIR,1407,Swasta,26,1,4,8,11,7,57
2021,PROV. RIAU,14,KAB. ROKAN HILIR,1407,Negeri,46,10,13,5,13,10,97
2021,PROV. RIAU,14,KAB. SIAK,1408,Swasta,2,1,0,0,0,0,3
2021,PROV. RIAU,14,KAB. SIAK,1408,Negeri,34,6,4,4,4,6,58
2021,PROV. RIAU,14,KAB. KUANTAN SINGINGI,1409,Swasta,3,0,0,1,0,0,4
2021,PROV. RIAU,14,KAB. KUANTAN SINGINGI,1409,Negeri,40,0,2,0,4,5,51
2021,PROV. RIAU,14,KAB. KEPULAUAN MERANTI,1410,Swasta,1,2,0,0,1,0,4
2021,PROV. RIAU,14,KAB. KEPULAUAN MERANTI,1410,Negeri,11,0,4,4,2,5,26
2021,PROV. RIAU,14,KOTA PEKANBARU,1471,Swasta,19,7,3,2,3,1,35
2021,PROV. RIAU,14,KOTA PEKANBARU,1471,Negeri,53,8,4,12,10,16,103
2021,PROV. RIAU,14,KOTA DUMAI,1472,Negeri,20,2,3,1,8,6,40
2021,PROV. RIAU,14,KOTA DUMAI,1472,Swasta,4,1,0,1,2,1,9
2021,PROV. JAMBI,15,KAB. KERINCI,1501,Swasta,7,1,1,0,0,0,9
2021,PROV. JAMBI,15,KAB. KERINCI,1501,Negeri,60,9,2,6,6,12,95
2021,PROV. JAMBI,15,KAB. MERANGIN,1502,Negeri,33,4,4,3,11,2,57
2021,PROV. JAMBI,15,KAB. MERANGIN,1502,Swasta,1,0,0,0,0,0,1
2021,PROV. JAMBI,15,KAB. SAROLANGUN,1503,Swasta,6,0,1,0,1,2,10
2021,PROV. JAMBI,15,KAB. SAROLANGUN,1503,Negeri,10,6,1,8,31,14,70
2021,PROV. JAMBI,15,KAB. BATANGHARI,1504,Swasta,1,0,0,0,5,0,6
2021,PROV. JAMBI,15,KAB. BATANGHARI,1504,Negeri,5,6,3,1,9,4,28
2021,PROV. JAMBI,15,KAB. MUARO JAMBI,1505,Swasta,0,0,0,0,0,0,0
2021,PROV. JAMBI,15,KAB. MUARO JAMBI,1505,Negeri,19,0,1,1,2,7,30
2021,PROV. JAMBI,15,KAB. TANJUNG JABUNG BARAT,1506,Negeri,18,5,3,3,2,5,36
2021,PROV. JAMBI,15,KAB. TANJUNG JABUNG BARAT,1506,Swasta,3,0,1,0,1,1,6
2021,PROV. JAMBI,15,KAB. TANJUNG JABUNG TIMUR,1507,Negeri,30,1,3,2,2,3,41
2021,PROV. JAMBI,15,KAB. TANJUNG JABUNG TIMUR,1507,Swasta,0,0,0,0,0,0,0
2021,PROV. JAMBI,15,KAB. BUNGO,1508,Negeri,26,4,1,0,1,4,36
2021,PROV. JAMBI,15,KAB. BUNGO,1508,Swasta,5,0,0,0,0,0,5
2021,PROV. JAMBI,15,KAB. TEBO,1509,Negeri,47,2,3,6,2,7,67
2021,PROV. JAMBI,15,KAB. TEBO,1509,Swasta,6,0,0,0,1,0,7
2021,PROV. JAMBI,15,KOTA JAMBI,1571,Negeri,12,4,2,3,0,1,22
2021,PROV. JAMBI,15,KOTA JAMBI,1571,Swasta,20,5,0,2,0,0,27
2021,PROV. JAMBI,15,KOTA SUNGAI PENUH,1572,Negeri,21,5,3,2,2,1,34
2021,PROV. JAMBI,15,KOTA SUNGAI PENUH,1572,Swasta,1,0,0,0,0,0,1
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU,1601,Negeri,28,11,3,2,0,5,49
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU,1601,Swasta,0,0,0,0,0,0,0
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,1602,Swasta,0,0,0,0,0,0,0
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,1602,Negeri,96,12,7,5,26,26,172
2021,PROV. SUMATERA SELATAN,16,KAB. MUARA ENIM,1603,Negeri,122,15,12,5,23,15,192
2021,PROV. SUMATERA SELATAN,16,KAB. MUARA ENIM,1603,Swasta,1,2,1,0,0,2,6
2021,PROV. SUMATERA SELATAN,16,KAB. LAHAT,1604,Swasta,6,0,0,0,0,0,6
2021,PROV. SUMATERA SELATAN,16,KAB. LAHAT,1604,Negeri,78,2,4,3,2,7,96
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI RAWAS,1605,Negeri,63,2,3,1,7,9,85
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI RAWAS,1605,Swasta,2,0,0,1,1,0,4
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,1606,Negeri,50,8,8,3,24,42,135
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI BANYUASIN,1606,Swasta,1,0,0,0,4,1,6
2021,PROV. SUMATERA SELATAN,16,KAB. BANYUASIN,1607,Negeri,107,8,24,26,59,76,300
2021,PROV. SUMATERA SELATAN,16,KAB. BANYUASIN,1607,Swasta,0,0,0,0,1,1,2
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,1608,Swasta,1,1,0,0,0,0,2
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,1608,Negeri,58,2,8,5,15,11,99
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU SELATAN,1609,Negeri,57,4,1,3,4,7,76
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU SELATAN,1609,Swasta,0,0,0,1,9,3,13
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN ILIR,1610,Negeri,44,8,1,4,9,6,72
2021,PROV. SUMATERA SELATAN,16,KAB. OGAN ILIR,1610,Swasta,4,1,0,0,0,0,5
2021,PROV. SUMATERA SELATAN,16,KAB. EMPAT LAWANG,1611,Swasta,7,2,1,2,0,0,12
2021,PROV. SUMATERA SELATAN,16,KAB. EMPAT LAWANG,1611,Negeri,12,6,1,2,4,3,28
2021,PROV. SUMATERA SELATAN,16,KAB. PENUKAL ABAB LEMATANG ILIR,1612,Negeri,19,7,0,3,13,5,47
2021,PROV. SUMATERA SELATAN,16,KAB. PENUKAL ABAB LEMATANG ILIR,1612,Swasta,5,1,0,0,0,0,6
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI RAWAS UTARA,1613,Negeri,21,0,2,1,7,4,35
2021,PROV. SUMATERA SELATAN,16,KAB. MUSI RAWAS UTARA,1613,Swasta,0,0,0,0,0,0,0
2021,PROV. SUMATERA SELATAN,16,KOTA PALEMBANG,1671,Swasta,22,2,0,1,5,1,31
2021,PROV. SUMATERA SELATAN,16,KOTA PALEMBANG,1671,Negeri,146,24,12,19,50,25,276
2021,PROV. SUMATERA SELATAN,16,KOTA PAGAR ALAM,1672,Swasta,7,0,0,5,0,0,12
2021,PROV. SUMATERA SELATAN,16,KOTA PAGAR ALAM,1672,Negeri,29,3,1,2,1,1,37
2021,PROV. SUMATERA SELATAN,16,KOTA LUBUK LINGGAU,1673,Swasta,3,2,2,0,0,0,7
2021,PROV. SUMATERA SELATAN,16,KOTA LUBUK LINGGAU,1673,Negeri,12,0,1,0,3,4,20
2021,PROV. SUMATERA SELATAN,16,KOTA PRABUMULIH,1674,Negeri,33,2,0,0,3,4,42
2021,PROV. SUMATERA SELATAN,16,KOTA PRABUMULIH,1674,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KAB. BENGKULU SELATAN,1701,Negeri,11,3,2,3,8,6,33
2021,PROV. BENGKULU,17,KAB. BENGKULU SELATAN,1701,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KAB. REJANG LEBONG,1702,Negeri,17,4,2,3,2,2,30
2021,PROV. BENGKULU,17,KAB. REJANG LEBONG,1702,Swasta,3,0,0,0,0,0,3
2021,PROV. BENGKULU,17,KAB. BENGKULU UTARA,1703,Negeri,50,7,2,2,3,3,67
2021,PROV. BENGKULU,17,KAB. BENGKULU UTARA,1703,Swasta,2,2,0,0,0,1,5
2021,PROV. BENGKULU,17,KAB. KAUR,1704,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KAB. KAUR,1704,Negeri,35,0,2,1,9,4,51
2021,PROV. BENGKULU,17,KAB. SELUMA,1705,Negeri,7,6,3,3,1,4,24
2021,PROV. BENGKULU,17,KAB. SELUMA,1705,Swasta,0,0,1,0,0,0,1
2021,PROV. BENGKULU,17,KAB. MUKOMUKO,1706,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KAB. MUKOMUKO,1706,Negeri,11,1,1,1,3,3,20
2021,PROV. BENGKULU,17,KAB. LEBONG,1707,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KAB. LEBONG,1707,Negeri,3,0,0,1,5,0,9
2021,PROV. BENGKULU,17,KAB. KEPAHIANG,1708,Swasta,1,0,0,0,0,0,1
2021,PROV. BENGKULU,17,KAB. KEPAHIANG,1708,Negeri,18,2,1,2,4,1,28
2021,PROV. BENGKULU,17,KAB. BENGKULU TENGAH,1709,Negeri,7,1,0,2,2,2,14
2021,PROV. BENGKULU,17,KAB. BENGKULU TENGAH,1709,Swasta,0,0,0,0,0,0,0
2021,PROV. BENGKULU,17,KOTA BENGKULU,1771,Swasta,2,4,2,0,0,0,8
2021,PROV. BENGKULU,17,KOTA BENGKULU,1771,Negeri,8,2,0,0,2,2,14
2021,PROV. LAMPUNG,18,KAB. LAMPUNG SELATAN,1801,Swasta,7,3,2,0,2,0,14
2021,PROV. LAMPUNG,18,KAB. LAMPUNG SELATAN,1801,Negeri,75,12,1,3,14,8,113
2021,PROV. LAMPUNG,18,KAB. LAMPUNG TENGAH,1802,Negeri,27,4,3,3,2,3,42
2021,PROV. LAMPUNG,18,KAB. LAMPUNG TENGAH,1802,Swasta,20,6,2,0,1,1,30
2021,PROV. LAMPUNG,18,KAB. LAMPUNG UTARA,1803,Negeri,41,4,7,7,2,4,65
2021,PROV. LAMPUNG,18,KAB. LAMPUNG UTARA,1803,Swasta,0,0,0,0,0,0,0
2021,PROV. LAMPUNG,18,KAB. LAMPUNG BARAT,1804,Swasta,0,15,0,0,2,1,18
2021,PROV. LAMPUNG,18,KAB. LAMPUNG BARAT,1804,Negeri,8,2,0,0,5,1,16
2021,PROV. LAMPUNG,18,KAB. TULANG BAWANG,1805,Swasta,44,1,0,1,0,2,48
2021,PROV. LAMPUNG,18,KAB. TULANG BAWANG,1805,Negeri,53,14,2,4,4,5,82
2021,PROV. LAMPUNG,18,KAB. TANGGAMUS,1806,Negeri,30,3,2,4,7,8,54
2021,PROV. LAMPUNG,18,KAB. TANGGAMUS,1806,Swasta,0,0,0,0,0,0,0
2021,PROV. LAMPUNG,18,KAB. LAMPUNG TIMUR,1807,Swasta,3,0,0,0,0,0,3
2021,PROV. LAMPUNG,18,KAB. LAMPUNG TIMUR,1807,Negeri,63,1,1,2,3,4,74
2021,PROV. LAMPUNG,18,KAB. WAY KANAN,1808,Negeri,70,2,0,1,5,2,80
2021,PROV. LAMPUNG,18,KAB. WAY KANAN,1808,Swasta,0,0,0,12,15,14,41
2021,PROV. LAMPUNG,18,KAB. PESAWARAN,1809,Negeri,4,0,0,1,2,0,7
2021,PROV. LAMPUNG,18,KAB. PESAWARAN,1809,Swasta,0,0,0,0,4,0,4
2021,PROV. LAMPUNG,18,KAB. PRINGSEWU,1810,Negeri,14,0,2,1,1,4,22
2021,PROV. LAMPUNG,18,KAB. PRINGSEWU,1810,Swasta,0,0,0,0,0,0,0
2021,PROV. LAMPUNG,18,KAB. MESUJI,1811,Swasta,0,1,0,0,0,0,1
2021,PROV. LAMPUNG,18,KAB. MESUJI,1811,Negeri,23,1,4,1,5,4,38
2021,PROV. LAMPUNG,18,KAB. TULANG BAWANG BARAT,1812,Negeri,20,2,1,2,3,2,30
2021,PROV. LAMPUNG,18,KAB. TULANG BAWANG BARAT,1812,Swasta,1,0,0,0,0,0,1
2021,PROV. LAMPUNG,18,KAB. PESISIR BARAT,1813,Negeri,25,1,4,4,8,7,49
2021,PROV. LAMPUNG,18,KAB. PESISIR BARAT,1813,Swasta,0,0,0,0,0,0,0
2021,PROV. LAMPUNG,18,KOTA BANDAR LAMPUNG,1871,Negeri,21,4,2,5,1,3,36
2021,PROV. LAMPUNG,18,KOTA BANDAR LAMPUNG,1871,Swasta,3,1,1,0,0,1,6
2021,PROV. LAMPUNG,18,KOTA METRO,1872,Swasta,0,0,0,0,0,0,0
2021,PROV. LAMPUNG,18,KOTA METRO,1872,Negeri,4,0,0,0,0,0,4
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA,1901,Negeri,18,4,1,4,5,9,41
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA,1901,Swasta,0,4,1,0,0,0,5
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BELITUNG,1902,Swasta,1,2,1,0,0,0,4
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BELITUNG,1902,Negeri,30,1,5,3,5,5,49
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA SELATAN,1903,Negeri,7,0,3,2,7,1,20
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA SELATAN,1903,Swasta,0,0,0,0,0,0,0
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA TENGAH,1904,Swasta,5,0,0,0,1,0,6
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA TENGAH,1904,Negeri,15,5,4,3,8,19,54
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA BARAT,1905,Negeri,28,5,4,8,7,9,61
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA BARAT,1905,Swasta,0,0,0,0,0,0,0
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BELITUNG TIMUR,1906,Swasta,0,0,0,0,0,0,0
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KAB. BELITUNG TIMUR,1906,Negeri,8,2,0,4,3,2,19
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KOTA PANGKAL PINANG,1971,Negeri,13,4,0,1,5,1,24
2021,PROV. KEPULAUAN BANGKA BELITUNG,19,KOTA PANGKAL PINANG,1971,Swasta,1,1,1,0,1,0,4
2021,PROV. KEPULAUAN RIAU,21,KAB. BINTAN,2101,Swasta,2,0,0,0,0,0,2
2021,PROV. KEPULAUAN RIAU,21,KAB. BINTAN,2101,Negeri,10,0,0,1,0,0,11
2021,PROV. KEPULAUAN RIAU,21,KAB. KARIMUN,2102,Negeri,3,2,0,0,1,1,7
2021,PROV. KEPULAUAN RIAU,21,KAB. KARIMUN,2102,Swasta,4,0,0,0,1,0,5
2021,PROV. KEPULAUAN RIAU,21,KAB. NATUNA,2103,Swasta,0,0,0,0,0,0,0
2021,PROV. KEPULAUAN RIAU,21,KAB. NATUNA,2103,Negeri,6,1,1,1,1,2,12
2021,PROV. KEPULAUAN RIAU,21,KAB. LINGGA,2104,Negeri,8,0,0,0,3,2,13
2021,PROV. KEPULAUAN RIAU,21,KAB. LINGGA,2104,Swasta,0,0,0,0,0,1,1
2021,PROV. KEPULAUAN RIAU,21,KAB. KEPULAUAN ANAMBAS,2105,Negeri,2,0,0,0,1,0,3
2021,PROV. KEPULAUAN RIAU,21,KAB. KEPULAUAN ANAMBAS,2105,Swasta,0,0,0,0,0,0,0
2021,PROV. KEPULAUAN RIAU,21,KOTA BATAM,2171,Swasta,22,4,2,2,3,1,34
2021,PROV. KEPULAUAN RIAU,21,KOTA BATAM,2171,Negeri,62,2,4,1,3,2,74
2021,PROV. KEPULAUAN RIAU,21,KOTA TANJUNG PINANG,2172,Negeri,11,0,0,0,2,0,13
2021,PROV. KEPULAUAN RIAU,21,KOTA TANJUNG PINANG,2172,Swasta,4,0,0,0,0,0,4
2021,PROV. D.K.I. JAKARTA,31,KAB. ADM. KEP. SERIBU,3101,Swasta,0,0,0,0,0,0,0
2021,PROV. D.K.I. JAKARTA,31,KAB. ADM. KEP. SERIBU,3101,Negeri,0,0,0,0,0,0,0
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,Negeri,44,5,1,4,4,3,61
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,Swasta,31,4,3,1,2,0,41
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,Negeri,281,4,5,4,6,1,301
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,Swasta,47,5,1,2,5,4,64
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,Swasta,98,5,0,1,2,9,115
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,Negeri,286,5,11,6,8,4,320
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,Swasta,31,3,1,0,1,0,36
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,Negeri,117,1,0,3,3,1,125
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,Swasta,36,3,3,5,2,7,56
2021,PROV. D.K.I. JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,Negeri,347,6,4,6,4,5,372
2021,PROV. JAWA BARAT,32,KAB. BOGOR,3201,Swasta,81,10,7,3,3,13,117
2021,PROV. JAWA BARAT,32,KAB. BOGOR,3201,Negeri,711,57,30,25,65,78,966
2021,PROV. JAWA BARAT,32,KAB. SUKABUMI,3202,Negeri,288,18,10,6,11,11,344
2021,PROV. JAWA BARAT,32,KAB. SUKABUMI,3202,Swasta,12,2,0,0,0,0,14
2021,PROV. JAWA BARAT,32,KAB. CIANJUR,3203,Negeri,350,23,16,5,14,9,417
2021,PROV. JAWA BARAT,32,KAB. CIANJUR,3203,Swasta,4,0,1,2,1,2,10
2021,PROV. JAWA BARAT,32,KAB. BANDUNG,3204,Negeri,265,31,9,14,6,11,336
2021,PROV. JAWA BARAT,32,KAB. BANDUNG,3204,Swasta,24,1,2,0,1,0,28
2021,PROV. JAWA BARAT,32,KAB. GARUT,3205,Swasta,33,0,1,0,0,0,34
2021,PROV. JAWA BARAT,32,KAB. GARUT,3205,Negeri,220,14,7,7,12,23,283
2021,PROV. JAWA BARAT,32,KAB. TASIKMALAYA,3206,Swasta,2,1,0,0,0,0,3
2021,PROV. JAWA BARAT,32,KAB. TASIKMALAYA,3206,Negeri,363,8,6,7,3,8,395
2021,PROV. JAWA BARAT,32,KAB. CIAMIS,3207,Negeri,50,2,3,3,0,1,59
2021,PROV. JAWA BARAT,32,KAB. CIAMIS,3207,Swasta,0,0,0,0,0,0,0
2021,PROV. JAWA BARAT,32,KAB. KUNINGAN,3208,Swasta,0,0,0,0,0,0,0
2021,PROV. JAWA BARAT,32,KAB. KUNINGAN,3208,Negeri,42,8,3,4,4,1,62
2021,PROV. JAWA BARAT,32,KAB. CIREBON,3209,Negeri,97,15,2,14,11,22,161
2021,PROV. JAWA BARAT,32,KAB. CIREBON,3209,Swasta,28,1,2,0,1,0,32
2021,PROV. JAWA BARAT,32,KAB. MAJALENGKA,3210,Negeri,93,4,1,6,7,6,117
2021,PROV. JAWA BARAT,32,KAB. MAJALENGKA,3210,Swasta,2,0,0,0,0,0,2
2021,PROV. JAWA BARAT,32,KAB. SUMEDANG,3211,Negeri,503,15,5,9,3,9,544
2021,PROV. JAWA BARAT,32,KAB. SUMEDANG,3211,Swasta,9,1,0,2,2,1,15
2021,PROV. JAWA BARAT,32,KAB. INDRAMAYU,3212,Swasta,21,3,0,1,0,0,25
2021,PROV. JAWA BARAT,32,KAB. INDRAMAYU,3212,Negeri,250,13,8,9,23,24,327
2021,PROV. JAWA BARAT,32,KAB. SUBANG,3213,Swasta,13,1,1,0,0,0,15
2021,PROV. JAWA BARAT,32,KAB. SUBANG,3213,Negeri,130,13,6,4,6,9,168
2021,PROV. JAWA BARAT,32,KAB. PURWAKARTA,3214,Negeri,39,0,2,1,1,1,44
2021,PROV. JAWA BARAT,32,KAB. PURWAKARTA,3214,Swasta,5,0,0,0,1,0,6
2021,PROV. JAWA BARAT,32,KAB. KARAWANG,3215,Negeri,299,28,18,10,5,18,378
2021,PROV. JAWA BARAT,32,KAB. KARAWANG,3215,Swasta,25,8,2,0,0,0,35
2021,PROV. JAWA BARAT,32,KAB. BEKASI,3216,Negeri,117,36,19,14,27,9,222
2021,PROV. JAWA BARAT,32,KAB. BEKASI,3216,Swasta,66,8,3,1,4,2,84
2021,PROV. JAWA BARAT,32,KAB. BANDUNG BARAT,3217,Swasta,0,1,2,0,2,1,6
2021,PROV. JAWA BARAT,32,KAB. BANDUNG BARAT,3217,Negeri,221,19,3,6,10,2,261
2021,PROV. JAWA BARAT,32,KAB. PANGANDARAN,3218,Negeri,4,0,0,0,0,0,4
2021,PROV. JAWA BARAT,32,KAB. PANGANDARAN,3218,Swasta,0,0,0,0,0,0,0
2021,PROV. JAWA BARAT,32,KOTA BOGOR,3271,Negeri,48,3,0,1,1,3,56
2021,PROV. JAWA BARAT,32,KOTA BOGOR,3271,Swasta,7,2,0,0,7,0,16
2021,PROV. JAWA BARAT,32,KOTA SUKABUMI,3272,Negeri,22,1,1,0,0,0,24
2021,PROV. JAWA BARAT,32,KOTA SUKABUMI,3272,Swasta,1,0,0,0,0,0,1
2021,PROV. JAWA BARAT,32,KOTA BANDUNG,3273,Negeri,44,0,0,1,0,0,45
2021,PROV. JAWA BARAT,32,KOTA BANDUNG,3273,Swasta,64,0,1,0,1,1,67
2021,PROV. JAWA BARAT,32,KOTA CIREBON,3274,Negeri,6,0,0,0,0,2,8
2021,PROV. JAWA BARAT,32,KOTA CIREBON,3274,Swasta,1,0,0,0,0,0,1
2021,PROV. JAWA BARAT,32,KOTA BEKASI,3275,Negeri,79,6,4,6,9,17,121
2021,PROV. JAWA BARAT,32,KOTA BEKASI,3275,Swasta,45,1,3,5,6,7,67
2021,PROV. JAWA BARAT,32,KOTA DEPOK,3276,Swasta,22,0,5,6,2,2,37
2021,PROV. JAWA BARAT,32,KOTA DEPOK,3276,Negeri,69,5,5,4,6,11,100
2021,PROV. JAWA BARAT,32,KOTA CIMAHI,3277,Swasta,1,0,0,1,0,0,2
2021,PROV. JAWA BARAT,32,KOTA CIMAHI,3277,Negeri,4,1,0,0,0,0,5
2021,PROV. JAWA BARAT,32,KOTA TASIKMALAYA,3278,Swasta,1,0,1,0,0,0,2
2021,PROV. JAWA BARAT,32,KOTA TASIKMALAYA,3278,Negeri,25,0,1,3,2,0,31
2021,PROV. JAWA BARAT,32,KOTA BANJAR,3279,Negeri,6,0,1,0,0,0,7
2021,PROV. JAWA BARAT,32,KOTA BANJAR,3279,Swasta,1,0,0,1,0,0,2
2021,PROV. JAWA TENGAH,33,KAB. CILACAP,3301,Negeri,39,1,3,3,0,2,48
2021,PROV. JAWA TENGAH,33,KAB. CILACAP,3301,Swasta,0,0,0,0,0,0,0
2021,PROV. JAWA TENGAH,33,KAB. BANYUMAS,3302,Swasta,4,0,0,1,0,0,5
2021,PROV. JAWA TENGAH,33,KAB. BANYUMAS,3302,Negeri,77,3,10,8,4,3,105
2021,PROV. JAWA TENGAH,33,KAB. PURBALINGGA,3303,Negeri,57,2,7,3,3,1,73
2021,PROV. JAWA TENGAH,33,KAB. PURBALINGGA,3303,Swasta,4,0,0,0,0,0,4
2021,PROV. JAWA TENGAH,33,KAB. BANJARNEGARA,3304,Swasta,0,0,0,0,0,0,0
2021,PROV. JAWA TENGAH,33,KAB. BANJARNEGARA,3304,Negeri,95,7,12,6,13,8,141
2021,PROV. JAWA TENGAH,33,KAB. KEBUMEN,3305,Swasta,1,0,0,0,0,0,1
2021,PROV. JAWA TENGAH,33,KAB. KEBUMEN,3305,Negeri,18,2,4,2,2,1,29
2021,PROV. JAWA TENGAH,33,KAB. PURWOREJO,3306,Swasta,0,0,0,0,1,0,1
2021,PROV. JAWA TENGAH,33,KAB. PURWOREJO,3306,Negeri,30,4,3,1,1,2,41
2021,PROV. JAWA TENGAH,33,KAB. WONOSOBO,3307,Swasta,5,1,0,1,0,0,7
